page,name,link,thumbnail,rating,date,snippet,images,local_guide,CoffeeShop
4,Samuel Wilkie,https://www.google.com/maps/contrib/104322899388404615392?hl=en-US&sa=X&ved=2ahUKEwjb9pbBtp_7AhWJFlkFHcDZCWQQvvQBegUIARCIAQ,https://lh3.googleusercontent.com/a/ALm5wu2o3ApJbDM9_kLINYTh2KLjwXMBAThlfhnDxy0v=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,5 years ago,From the coffee to the customer service. There's a reason this tiny cafe does so well. Sean is the definition of a good bloke. Always has a smile on his face and keen for a chat.,,True,Neighbourhood Speciality coffee
4,Alex Blaikie,https://www.google.com/maps/contrib/108207642655298628060?hl=en-US&sa=X&ved=2ahUKEwjb9pbBtp_7AhWJFlkFHcDZCWQQvvQBegUIARC0AQ,https://lh3.googleusercontent.com/a-/ACNPEu9xBE9P5aMA_-lKHGOxmmGeCENAJJozj_V4setk5cY=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,3 years ago,"Great coffee in a tiny, hole-in-the-wall coffeeshop.",['https://lh5.googleusercontent.com/p/AF1QipNeZlidNcYdW93r-YZW3ZQTidK1sn4YwzPZFFCi=w100-h100-p-n-k-no'],True,Neighbourhood Speciality coffee
4,chanho hong,https://www.google.com/maps/contrib/100036521092174429311?hl=en-US&sa=X&ved=2ahUKEwjb9pbBtp_7AhWJFlkFHcDZCWQQvvQBegUIARDMAQ,https://lh3.googleusercontent.com/a-/ACNPEu_G4nVypF7UlnwhltQKYace0wlKBt1nvj2SKwkk5g=s40-c-c0x00000000-cc-rp-mo-br100,5.0,6 years ago,This is absolutely the best coffee bar in the world. The most fantastic coffee and amazing customer service is provided. Damn good!,,,Neighbourhood Speciality coffee
4,Kyle L,https://www.google.com/maps/contrib/105976275510196336853?hl=en-US&sa=X&ved=2ahUKEwjb9pbBtp_7AhWJFlkFHcDZCWQQvvQBegUIARDiAQ,https://lh3.googleusercontent.com/a/ALm5wu3qMyzWdC0jDk3v1cmRZIHnB9SX8kN5JlundUNA=s40-c-c0x00000000-cc-rp-mo-ba5-br100,5.0,5 years ago,"Unbelievably good coffee, great banter, great guys and, simply, the best coffee in the area by a mile. Does come at a bit of a cost, of course but you more than get what you pay for.",,True,Neighbourhood Speciality coffee
5,Tina Tsang,https://www.google.com/maps/contrib/116238475153965558831?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegQIARAw,https://lh3.googleusercontent.com/a-/ACNPEu88ci6wk6XQZT4eBpQiDGL79crtmfVVhk4m8ax2bg=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,4 years ago,Great coffee ! Great service!,"['https://lh5.googleusercontent.com/p/AF1QipOKW94LNs7oXDch3LyuUbG0xJIFHg4CvLu7c1fB=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNGfvE6LSlASn00wlSa_hkAKMXeSPUMclJZpCZ3=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNHGsykUg_Lym1yQFJWnhK-EeY5-c1c6lbQT_TG=w100-h100-p-n-k-no']",True,Neighbourhood Speciality coffee
5,Brett O'Donnell,https://www.google.com/maps/contrib/101621961923363364781?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegQIARBK,https://lh3.googleusercontent.com/a/ALm5wu2FIR9Ou8VqBOIsW_rh1M4bn3zSRDzGQ1LAnSo8=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,3 years ago,Best coffee I’ve had in Sydney hands down. Always good service and staff are very friendly.,,True,Neighbourhood Speciality coffee
5,Benjamin Pulley,https://www.google.com/maps/contrib/114638340589767069578?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegQIARBg,https://lh3.googleusercontent.com/a-/ACNPEu_O9ftLqt63YAg7syGOMxxrT36bjwbJ89X_OHJ3nw=s40-c-c0x00000000-cc-rp-mo-ba4-br100,5.0,6 years ago,"A literal hole-in-the-wall, seek the place out for local color and charming owners. Expertly crafted coffee, but the winner might be the hot chocolate.",,True,Neighbourhood Speciality coffee
5,Dan Stewart,https://www.google.com/maps/contrib/116077755671865372224?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegQIARB2,https://lh3.googleusercontent.com/a-/ACNPEu9WFVw_TSPWcJGl4Bz3W1-a-wev_K3uL3-6CngU5g=s40-c-c0x00000000-cc-rp-mo-br100,5.0,6 years ago,"Cool place, nice guys, and the oat milk was a pretty cool twist I hadn't seen before! Will have to try the hot chocolate next! Thanks guys!",,,Neighbourhood Speciality coffee
5,wu yan,https://www.google.com/maps/contrib/110527427112076325528?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARCMAQ,https://lh3.googleusercontent.com/a/ALm5wu3rZhsZZM3HqArzXcW13ZF14eAAw3L92r4FEid6=s40-c-c0x00000000-cc-rp-mo-br100,5.0,6 years ago,I like the pear Danish and hot chocolate. It is a wonderful breakfast for me. The cup of hot chocolate is so cute. 😋,,,Neighbourhood Speciality coffee
5,Franz Wiebe,https://www.google.com/maps/contrib/102938860448085618168?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARCiAQ,https://lh3.googleusercontent.com/a-/ACNPEu_8wOiV8farGHRMBMVo-ZdG5ylnvE-fuZ6byIwcDg=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,6 years ago,Coffee professionals serving great coffee with super friendly service... With Sydney's best baristas this is the place to go!,,True,Neighbourhood Speciality coffee
5,T G,https://www.google.com/maps/contrib/107585966075144153180?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARC4AQ,https://lh3.googleusercontent.com/a-/ACNPEu9oFiGHRmf1u-3EZeOCUzuKI8tLZo-oSSabfxeT6g=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,4 years ago,"The best looking barista in Sydney, doesn't make a bad coffee either.",,True,Neighbourhood Speciality coffee
5,Dina Patarcic,https://www.google.com/maps/contrib/105396851336881081482?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARDOAQ,https://lh3.googleusercontent.com/a-/ACNPEu8hASwRoQDlMgnLR8czTRUXU-u9gL7EB7hg49dbxA=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,3 years ago,Love the coffee here! My almond flat white was delicious,,True,Neighbourhood Speciality coffee
5,Tim Heywood,https://www.google.com/maps/contrib/112976673001503702295?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARDkAQ,https://lh3.googleusercontent.com/a-/ACNPEu-OprPEWXShRtLyCMHqcpyptw0BGfk6Xhc1KwvZgg=s40-c-c0x00000000-cc-rp-mo-ba3-br100,5.0,3 years ago,Charlie and the lads at neighbourhood have got a brilliant little spot. So nice to drop by and enjoy delicious coffee in the sun.,,True,Neighbourhood Speciality coffee
5,Phil George,https://www.google.com/maps/contrib/108461032187452871349?hl=en-US&sa=X&ved=2ahUKEwjaqJXCtp_7AhXbEGIAHVG_CFAQvvQBegUIARD6AQ,https://lh3.googleusercontent.com/a-/ACNPEu_nj--SXZQb7-j6rjs1rbpKpmQRRQnmuZNZ0mhIJg=s40-c-c0x00000000-cc-rp-mo-ba2-br100,5.0,5 years ago,Awesome coffee. Awesome staff. Awesome design. My favourite coffee in Sydney.,,True,Neighbourhood Speciality coffee
2,Jidde Jacobi,https://www.google.com/maps/contrib/103193304732811908950?hl=en-US&sa=X&ved=2ahUKEwib9_jCtp_7AhUbEVkFHfi5CDsQvvQBegUIARCqAQ,https://lh3.googleusercontent.com/a-/ACNPEu8PiQyRNJfwEdyaKk2Vtk9AZvEdaHGThY1d2Nbz5A=s40-c-c0x00000000-cc-rp-mo-br100,2.0,2 years ago,"Basic place, but decent coffee (I ordered the batch brew). Unfortunately they only served coffee in takeaway cups, even though I asked for a mug. Bit unnecessary plastic. Not gonna save the world with these guys.",['https://lh5.googleusercontent.com/p/AF1QipNrjmoDbOBVJP4UNmjtZ8_XPxkORUwdvdND6tpw=w100-h100-p-n-k-no'],,Artificer Coffee
2,J Ga,https://www.google.com/maps/contrib/109944801870288881662?hl=en-US&sa=X&ved=2ahUKEwib9_jCtp_7AhUbEVkFHfi5CDsQvvQBegUIARDCAQ,https://lh3.googleusercontent.com/a/ALm5wu2mBycdrnhER0DpFVzwkq4wrTGgi1RGKyIlky51=s40-c-c0x00000000-cc-rp-mo-br100,2.0,2 years ago,"Typical hipster service - preferential treatment for known customers and general uncaring attitude Unknowledgeable baristas - just the country of origin (and price) provided Coffee - lacked any subtlety of flavor Espresso - first sip was the only redeeming quality. Very rich, smooth and creamy. Ended up quite watery though. Overall a very disappointing experience for what is *supposed* to be one of the better roasters in Sydney *Added note: at least 4-5 flies buzzing around inside while trying to sit and enjoy made the whole experience even worse",,,Artificer Coffee
2,Azmi Badres,https://www.google.com/maps/contrib/112801556593797665681?hl=en-US&sa=X&ved=2ahUKEwib9_jCtp_7AhUbEVkFHfi5CDsQvvQBegUIARDYAQ,https://lh3.googleusercontent.com/a/ALm5wu0fari_K1nvwe8VZS3IXZLb1oBwhF_1HnDv5OPv=s40-c-c0x00000000-cc-rp-mo-br100,2.0,4 years ago,"The coffee was good but man, coming from Melbourne where most barista are super friendly.. the guys here are so coocky except for one dude he was cool. I felt that they looked down on me n so are my friends also felt the same.Not a reviewer but this place deserves one",,,Artificer Coffee
2,Benny Scarcelli,https://www.google.com/maps/contrib/115987918641209406119?hl=en-US&sa=X&ved=2ahUKEwib9_jCtp_7AhUbEVkFHfi5CDsQvvQBegUIARDuAQ,https://lh3.googleusercontent.com/a-/ACNPEu-3dGHzRh75w0SsRo4UXMdNj8mnwebiz9VfXpLRhw=s40-c-c0x00000000-cc-rp-mo-ba5-br100,2.0,6 years ago,"Promising according to the rumours and looks. Unfortunately this was a disappointing coffee experience for an Italian born coffee lover: no go! I would have expected such an average product from an average cafe, definitely not from a place that claims to be a specialty coffee bar and serves you a glass of water with your espresso (short black) like in Italy. The build up before drinking the coffee was a 10 on 10 if only you were not just about to find out your palate is tasting a non pleasuring burnt coffee with a souring acidity and aftertaste.",,True,Artificer Coffee
2,Sam Bailey,https://www.google.com/maps/contrib/104507755302986288488?hl=en-US&sa=X&ved=2ahUKEwib9_jCtp_7AhUbEVkFHfi5CDsQvvQBegUIARCEAg,https://lh3.googleusercontent.com/a/ALm5wu1z7T6rUSCQLmmD3erKGdS6EyOGaPYy4TsGWznF=s40-c-c0x00000000-cc-rp-mo-br100,2.0,3 years ago,Coffee is great but have come here multiple times with really rude staff. Head up the road instead to Royale Speciality on Crown St - coffee is amazing and the staff are super friendly.,,,Artificer Coffee
3,Matthew Naismith,https://www.google.com/maps/contrib/105774117812831041717?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu_xfsaqJak7fMhaz8X0HezkyuJiv7PZWHPxtvrQow=s40-c-c0x00000000-cc-rp-mo-br100,2.0,2 years ago,They do make good coffee if your worthy of being served. If you value service go somewhere else.,,,Artificer Coffee
3,Sumith Jitta,https://www.google.com/maps/contrib/114387483457572411078?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegQIARBR,https://lh3.googleusercontent.com/a-/ACNPEu_4vmEkcYglqwlF6I6P-uRwLkMkhqE02eXBbqP_0g=s40-c-c0x00000000-cc-rp-mo-br100,2.0,3 years ago,"Great coffee, but loads of attitude from the guy who took the order. Didn't even callout when the takeaway was ready.",,,Artificer Coffee
3,Mic Donald,https://www.google.com/maps/contrib/107416173531228707849?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegQIARB9,https://lh3.googleusercontent.com/a/ALm5wu1vjDkCkCrNCcRCIYkpqflWLdoZ6ak3zdR8NXVp=s40-c-c0x00000000-cc-rp-mo-br100,2.0,5 years ago,Over priced coffee to begin with and then a card surcharge on top. Overall experience really average.,,,Artificer Coffee
3,Tori Kim,https://www.google.com/maps/contrib/102720044583371231907?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegUIARCTAQ,https://lh3.googleusercontent.com/a/ALm5wu1HfG_gwwG3Fom-yjRvBU5jT6pkcsIdhDxTWWhI=s40-c-c0x00000000-cc-rp-mo-ba4-br100,2.0,a year ago,Staff wasn't friendly,,True,Artificer Coffee
3,Jessica Santosa,https://www.google.com/maps/contrib/111420990647429811115?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegUIARDSAQ,https://lh3.googleusercontent.com/a-/ACNPEu-662bDkWi_G-zLcDHP4bHmT5Hhh4zU0LmwhuzU=s40-c-c0x00000000-cc-rp-mo-br100,3.0,7 years ago,"Coffee game might be near-flawless but sitting atmosphere was terrible. Or lack thereof? There was nowhere to really sit. Very 'get in, get out' sort of vibe. Staff are arrogant because they know they're good baristas. A little more humility please, and then I'll recommend you to my friends. :)",,,Artificer Coffee
3,Joseph O'Donoghue,https://www.google.com/maps/contrib/102244724331096566409?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegUIARDoAQ,https://lh3.googleusercontent.com/a/ALm5wu21CgJ_OTTW1uSRJwNqjXcoaQkdRuxi6OFnSRGE=s40-c-c0x00000000-cc-rp-mo-br100,3.0,7 years ago,"The coffee's good but pricey. It's new and shiney and cool and all that... But to me, pretty soulless. Sydney people seem to be attracted to that crap though. Great location, but my advice? Put some art on the damn wall. Even if it's blood red and horrible. Bring this skeleton to life. Anyone can be minimalist. But it takes guts to share your personality. Especially in this town.",,,Artificer Coffee
3,Anda,https://www.google.com/maps/contrib/110589425757510545205?hl=en-US&sa=X&ved=2ahUKEwiCrLLDtp_7AhWnk2oFHb8hCV4QvvQBegUIARD-AQ,https://lh3.googleusercontent.com/a/ALm5wu35EVy-Mw3KS92_AXmZrvjSsgFzUJnyJ1tpu7TeQKM=s40-c-c0x00000000-cc-rp-mo-br100,3.0,a year ago,I’ve ordered 2 hot coffee takeaway (pic and cap) but I got cold piccolo and cold cappuccino instead.We drive from the countryside to this cafe because I heard it was popular but it upset me a little bit.,,,Artificer Coffee
4,CB,https://www.google.com/maps/contrib/114908595250609570132?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu_oQhFWMKadc3wtnYQt-Q75iD1sR2L9CjbYDKlBRw=s40-c-c0x00000000-cc-rp-mo-br100,3.0,5 years ago,Good quality coffee & nice vibe however extra 20 cent charge for using eftpos. So it's $4.70 4 coffee. Sorry guys this is not legit & an irritant 4 customers.,,,Artificer Coffee
4,samuel griffith,https://www.google.com/maps/contrib/110105799569932378975?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegQIARBR,https://lh3.googleusercontent.com/a/ALm5wu1XXZ-5DCeGo1Y-ZwfP-Qw0JPphdDU2Iy2N2f3a=s40-c-c0x00000000-cc-rp-mo-br100,3.0,3 years ago,Fantastic coffee and a beautiful space. Two of the staff are exceptionally rude but the owner and some of the others make up for it.,,,Artificer Coffee
4,Andrew Harvey,https://www.google.com/maps/contrib/109969454296017513021?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegQIARBn,https://lh3.googleusercontent.com/a-/ACNPEu_wJ820npTuWfzfEubiLYCUVAffOyj9Rq_lLdho2Mg=s40-c-c0x00000000-cc-rp-mo-ba5-br100,3.0,a year ago,Great coffee but would love to have some better food options,,True,Artificer Coffee
4,Wayne Jus,https://www.google.com/maps/contrib/112856980542064052163?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegQIARB9,https://lh3.googleusercontent.com/a/ALm5wu0zMgs3Bxr0jnesp6foasy4xCkAVcUR-FKEp24r=s40-c-c0x00000000-cc-rp-mo-ba3-br100,3.0,6 years ago,"Tried two flat whites and found the waiter mute, agree with other reviewers, no soul or character, so many coffee shops in Sydney that exceed our experience here",,True,Artificer Coffee
4,Ben Barry,https://www.google.com/maps/contrib/102606511307441140544?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegUIARCTAQ,https://lh3.googleusercontent.com/a-/ACNPEu9vjrbjxL9g-HcheDe9RNLN2yyNV26wL9j0fiYwmw=s40-c-c0x00000000-cc-rp-mo-br100,3.0,5 years ago,Great coffee but lacks atmosphere when there midweek,,,Artificer Coffee
4,Tristan March,https://www.google.com/maps/contrib/113196415461275571776?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegUIARCpAQ,https://lh3.googleusercontent.com/a-/ACNPEu9QiHpZT62q1MhTFbbZCaX6nY31b1kbJsLterxi7OI=s40-c-c0x00000000-cc-rp-mo-ba4-br100,3.0,3 years ago,The coffee; Beautiful and crisp! The service; Lackluster...,,True,Artificer Coffee
4,George Maniatis,https://www.google.com/maps/contrib/111736580338519704135?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegUIARC_AQ,https://lh3.googleusercontent.com/a/ALm5wu2R_6BzJI2Xdq3y6Id49W7DOxSU86K26wAbMU0z=s40-c-c0x00000000-cc-rp-mo-ba5-br100,3.0,5 years ago,It's ok. Closes early. No toilets.,,True,Artificer Coffee
4,T mail,https://www.google.com/maps/contrib/110250255324825865150?hl=en-US&sa=X&ved=2ahUKEwi98LDEtp_7AhUnElkFHbyCBUAQvvQBegUIARDVAQ,https://lh3.googleusercontent.com/a-/ACNPEu-_ylDF0Ln-wLYE3vvs3b-F5N72hDCcOou2bqpNfmY=s40-c-c0x00000000-cc-rp-mo-ba4-br100,3.0,3 years ago,Basic,,True,Artificer Coffee
5,Irene,https://www.google.com/maps/contrib/104617776126898525968?hl=en-US&sa=X&ved=2ahUKEwjJkYLFtp_7AhURDkQIHeNSDzgQvvQBegUIARC_AQ,https://lh3.googleusercontent.com/a-/ACNPEu9bUUSfgZxoRKcBLz1p_Wofz6bXCelBs58yHj7XqpM=s40-c-c0x00000000-cc-rp-mo-ba5-br100,4.0,10 months ago,"Coffee-only outlet. Great vibe, fast and friendly service and really lovely space - ample sitting space outdoors as well as indoors. The only reason I rate it four stars and not five is because the coffee was missing a kick to my taste. It is nice but not yet great. Would I come back? Absolutely, for the vibe, excellent service and a nice cup of long black.","['https://lh5.googleusercontent.com/p/AF1QipM4-yMjMepNiTD4gIUl31Uw--QiRLXdBfBKHfzk=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOLgsJhRWJIF-K2HtdQSIhbMYVZS-68E7wlOimD=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOdSheR2jCmlOYsBqcM6deyDIqBvztMym54HWBy=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOwnPtTuuqFcC4ndRV00VL1k7CWF6oVY1LfDzoW=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOQZ3wWdz6v9XUlZSreyuZQlkQiFKbzL9y85QVx=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP0s6SsDWIK6TC8A_Zdvl6op2gDjC1CAoAeIcBR=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOYacoKKnzOJp5JpmXY1wI4Gc-cT18IHxoDV-0K=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMNcl0w8ysdbPnadV2ubR6ZHxbNhqtpWaC2Nh1v=w100-h100-p-n-k-no']",True,Artificer Coffee
2,Alexander The,https://www.google.com/maps/contrib/109422972729307194804?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegQIARA7,https://lh3.googleusercontent.com/a-/ACNPEu84x-wa3iojd2mUtrRCalmup4FjbJxFyeb9juQMvQ=s40-c-c0x00000000-cc-rp-mo-br100,1.0,4 years ago,"Ordered crab cake. I asked the waiter how they serve the dish because the menu wording is way to ""hipster"" for me. The waiter explained to me as if I'm dumb. What I want to know was basically whether this dish is sweet or savoury and he said : ""the dish has crab cake so definitely savoury"". What they serve me was a tacky plating of chunky watermelon, with smashed avocado, crab cake, poached egg, and Extremely sweet cucumber jam. The only thing I enjoy was the crab cake. Very confusing dish. Coffee also average. Won't go back.",,,Cuckoo Callay on Crown
2,Nicholas Hammer,https://www.google.com/maps/contrib/104252493326690938804?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegQIARBR,https://lh3.googleusercontent.com/a/ALm5wu2L-OVyh86okNDOoi89859ykUU8jN2hHXGjfQ24=s40-c-c0x00000000-cc-rp-mo-br100,1.0,4 years ago,I used to come here regularly however the service has gone way down hill recently. I sat outside today with my dog and two other friends on a table of four. To put things into perspective it’s 13 degrees and windy so we all wrapped ourselves in blankets. A few minutes after sitting down the manager came to our table and demanded we hand over one of our blankets. Our friend then had a complaint regarding the size of their meal. The avocado is priced at $22.00 and a very small portion. The same manager was rude and continually interrupted and demanded to know what he wanted rather than listening and acknowledging the complaint. Rude management and poor customer service I will not be returning.,,,Cuckoo Callay on Crown
2,Jessica Clayton,https://www.google.com/maps/contrib/114122067437243816647?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegQIARBn,https://lh3.googleusercontent.com/a/ALm5wu19DMyA5-KGy26ZfEDJOtkZHSxI0cf9ksp3AVuH=s40-c-c0x00000000-cc-rp-mo-br100,1.0,3 years ago,"Paid $40 for two plates of just two sides each (2 eggs and a handful of mushrooms). A tiny amount of food as we weren’t that hungry, but we’re charged as if we’d had eggs on toast with extras. This should be stated that we would be charged for more than what we had. Won’t be back.",,,Cuckoo Callay on Crown
2,Greer Moss,https://www.google.com/maps/contrib/108426493603141677274?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegQIARB9,https://lh3.googleusercontent.com/a-/ACNPEu-mxd3KhSJg65_8LvYciBnQxbBKmM0-tKy66qdbmT0=s40-c-c0x00000000-cc-rp-mo-ba3-br100,1.0,4 years ago,"Arrived and got sent upstairs to sit at the bar as I was dining solo. Ordered a soy latte to wait 20 mins for it to come back curdled and bitter. Second attempt just as bad, seriously guys this is Sydney- learn your coffee skills! And no I dont want almond milk but thanks.",,True,Cuckoo Callay on Crown
2,Judith Walker,https://www.google.com/maps/contrib/107133691173604213767?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARCTAQ,https://lh3.googleusercontent.com/a-/ACNPEu9KpY6OfStZ3irNHFmfcmbght-tqPUiHxVCJpHu_Q=s40-c-c0x00000000-cc-rp-mo-ba3-br100,1.0,4 years ago,Do not go on the basis of impeccable coffee. Coffee is expensive and one of the worst we had. Not worth the price. The staff were not attentive or caring. May be they would have been nicer if we ate but it was not lunch or breakfast and they should not have that attitude. Will not go back.,,True,Cuckoo Callay on Crown
2,Preston Foster,https://www.google.com/maps/contrib/110986838505443508674?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARCpAQ,https://lh3.googleusercontent.com/a-/ACNPEu_PjGRGBmFNLdlg2DSEj1oNCfMuhlxG1TFPPveSjQ=s40-c-c0x00000000-cc-rp-mo-ba5-br100,1.0,5 years ago,ok i deleted my original review because my figures were incorrect. The ACCC states that eftpos should attract no more than 0.5% surcharge for recovering the actual cost of the service. AMEX about 1.5%.. You guys charge 5%.. (18 cents on a $3.50 coffee) im just pointing out that you're actually charging too much surcharge. You're the only cafe in the area that still slaps the consumers with too much surcharge. The customer isnt silly guys...,,True,Cuckoo Callay on Crown
2,siren Rose,https://www.google.com/maps/contrib/102247212042956418236?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARC_AQ,https://lh3.googleusercontent.com/a/ALm5wu37J1UcvznSvqvJH1B8pTOKho8-qm0n4GoBVENm=s40-c-c0x00000000-cc-rp-mo-ba3-br100,1.0,4 years ago,Sitting outside kinda make me feel the food will get polluted by the dust as it’s quite close to Crown Street so many cars passing by.Music is too loud just like nightclub.,,True,Cuckoo Callay on Crown
2,Veronica D,https://www.google.com/maps/contrib/112071635500858519953?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARDVAQ,https://lh3.googleusercontent.com/a/ALm5wu1gzkfewrgaVsPDSH3W_a5dy7pCuu8eh4FH2rNG=s40-c-c0x00000000-cc-rp-mo-br100,1.0,3 years ago,"Topnotch food and coffee no doubt but u do get a reminder that you have leave cos other ppl are waiting by the waitress.. Like literally asked you to pay the bill and, leave.",,,Cuckoo Callay on Crown
2,Alex Vivancos,https://www.google.com/maps/contrib/112301450741798429202?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARDrAQ,https://lh3.googleusercontent.com/a-/ACNPEu_-tf4gvc5RC_4bHJRUJ71KQtPdG7GdYIZnPtXQzGE=s40-c-c0x00000000-cc-rp-mo-br100,1.0,2 years ago,If you could eat through Instagram breakfast would have been amazing!!More marketing than food.,,,Cuckoo Callay on Crown
2,Callum Forbes,https://www.google.com/maps/contrib/103159990984642903204?hl=en-US&sa=X&ved=2ahUKEwjEmsnHtp_7AhWclGoFHasCAycQvvQBegUIARCBAg,https://lh3.googleusercontent.com/a-/ACNPEu9nwTn3WSnXDCTjr8it_-dvlb-K_ri1gUmNB6QwR8Y=s40-c-c0x00000000-cc-rp-mo-br100,1.0,a year ago,Super slow service. Unattentive staff. One star.,,,Cuckoo Callay on Crown
3,J R,https://www.google.com/maps/contrib/105250912380740169047?hl=en-US&sa=X&ved=2ahUKEwjJ_LvItp_7AhUQFVkFHURBAEoQvvQBegQIARBl,https://lh3.googleusercontent.com/a/ALm5wu0m7MvLrxHrVFUIkOM1MpNq5nlgOijmKLLJ9K1C=s40-c-c0x00000000-cc-rp-mo-br100,2.0,8 months ago,"Food was very average for the price , way too much butter on the toast instead of being on the side , bacon was tasteless, eggs has a weird taste , coffee was good though but that’s about it","['https://lh5.googleusercontent.com/p/AF1QipPcIkqKo985jcfOUIrrSws2riKU9ATXWkzys8sp=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNyPRTLPcTGBYw6qa2hmnZV3vEAEiWwBevnV9Fu=w100-h100-p-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM6Co0s4xef47WiGI8QUSXHB7jMOZVnSygYoVd2=w100-h100-p-n-k-no']",,Cuckoo Callay on Crown
